genero,edad,region,nivel_educacion,sector_economico,situacion_laboral,ingreso_mensual,ocupado
Mujer,37,Metropolitana,Media,Servicios financieros,Ocupado,2764000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Mujer,64,Biobío,Universitaria,,Inactivo,,False
Mujer,49,Metropolitana,Media,Educación y salud,Ocupado,1566000.0,True
Mujer,39,Metropolitana,Media,,Inactivo,,False
Mujer,35,Metropolitana,Universitaria,Educación y salud,Ocupado,863000.0,True
Hombre,26,Valparaíso,Básica,Comercio,Ocupado,125000.0,True
Mujer,73,Metropolitana,Técnica,,Inactivo,,False
Mujer,42,Los Lagos,Media,,Inactivo,,False
Mujer,15,Metropolitana,Técnica,Comercio,Ocupado,428000.0,True
Hombre,47,Metropolitana,Media,Educación y salud,Ocupado,485000.0,True
Hombre,61,Valparaíso,Básica,Industria,Ocupado,173000.0,True
Mujer,44,Metropolitana,Universitaria,Servicio doméstico,Ocupado,997000.0,True
Mujer,27,Metropolitana,Media,,Inactivo,,False
Mujer,26,Maule,Media,,Inactivo,,False
Hombre,27,Valparaíso,Técnica,Comercio,Ocupado,609000.0,True
Hombre,66,Metropolitana,Media,Agricultura,Ocupado,649000.0,True
Hombre,40,Antofagasta,Básica,Comercio,Ocupado,671000.0,True
Hombre,15,Antofagasta,Técnica,,Inactivo,,False
Mujer,48,Biobío,Postgrado,Educación y salud,Ocupado,1947000.0,True
Hombre,44,Araucanía,Media,Educación y salud,Ocupado,479000.0,True
Mujer,34,Ñuble,Universitaria,,Desocupado,,False
Mujer,25,Araucanía,Técnica,Educación y salud,Ocupado,1235000.0,True
Mujer,24,Coquimbo,Básica,,Inactivo,,False
Mujer,59,Araucanía,Técnica,Servicio doméstico,Ocupado,265000.0,True
Hombre,45,Metropolitana,Media,Construcción,Ocupado,484000.0,True
Mujer,49,Ñuble,Universitaria,Comercio,Ocupado,692000.0,True
Hombre,45,Metropolitana,Técnica,Construcción,Ocupado,1157000.0,True
Hombre,47,Metropolitana,Básica,Transporte,Ocupado,670000.0,True
Hombre,34,Metropolitana,Básica,Agricultura,Ocupado,290000.0,True
Hombre,38,Coquimbo,Media,Agricultura,Ocupado,344000.0,True
Mujer,60,Metropolitana,Media,Educación y salud,Ocupado,1268000.0,True
Mujer,64,Metropolitana,Universitaria,Transporte,Ocupado,519000.0,True
Mujer,22,Los Lagos,Universitaria,Servicio doméstico,Ocupado,2290000.0,True
Mujer,38,Antofagasta,Universitaria,Comercio,Ocupado,916000.0,True
Hombre,55,Metropolitana,Media,Construcción,Ocupado,612000.0,True
Mujer,72,Metropolitana,Básica,,Inactivo,,False
Mujer,70,Tarapacá,Técnica,,Inactivo,,False
Mujer,29,Metropolitana,Básica,Educación y salud,Ocupado,497000.0,True
Mujer,62,Metropolitana,Básica,Servicio doméstico,Ocupado,355000.0,True
Hombre,42,Metropolitana,Media,Agricultura,Ocupado,363000.0,True
Mujer,58,Metropolitana,Universitaria,,Inactivo,,False
Hombre,54,Antofagasta,Técnica,Industria,Ocupado,1131000.0,True
Hombre,21,Metropolitana,Básica,Agricultura,Ocupado,183000.0,True
Hombre,50,Biobío,Universitaria,,Inactivo,,False
Mujer,58,Biobío,Universitaria,Servicio doméstico,Ocupado,416000.0,True
Hombre,41,Valparaíso,Técnica,,Inactivo,,False
Mujer,38,O'Higgins,Básica,,Desocupado,,False
Mujer,16,Los Ríos,Media,,Inactivo,,False
Hombre,52,Valparaíso,Media,Minería,Ocupado,425000.0,True
Hombre,45,Valparaíso,Técnica,,Inactivo,,False
Mujer,27,Tarapacá,Media,Servicio doméstico,Ocupado,347000.0,True
Hombre,36,Valparaíso,Media,Comercio,Ocupado,475000.0,True
Mujer,44,Biobío,Media,Servicio doméstico,Ocupado,105000.0,True
Hombre,33,Biobío,Media,Industria,Ocupado,380000.0,True
Hombre,42,Metropolitana,Universitaria,Comercio,Ocupado,1126000.0,True
Hombre,15,Metropolitana,Básica,,Desocupado,,False
Hombre,63,Biobío,Técnica,Educación y salud,Ocupado,1072000.0,True
Hombre,42,Valparaíso,Postgrado,Agricultura,Ocupado,582000.0,True
Hombre,24,Valparaíso,Técnica,Comercio,Ocupado,497000.0,True
Hombre,15,Coquimbo,Media,,Inactivo,,False
Hombre,58,Biobío,Técnica,Educación y salud,Ocupado,374000.0,True
Mujer,50,Maule,Universitaria,,Inactivo,,False
Hombre,45,Metropolitana,Técnica,Minería,Ocupado,2198000.0,True
Mujer,55,Maule,Básica,,Desocupado,,False
Hombre,55,Valparaíso,Básica,,Desocupado,,False
Mujer,45,Metropolitana,Básica,,Inactivo,,False
Mujer,37,Biobío,Básica,Servicio doméstico,Ocupado,149000.0,True
Hombre,35,Los Ríos,Técnica,Industria,Ocupado,901000.0,True
Mujer,48,Metropolitana,Media,,Inactivo,,False
Mujer,64,Coquimbo,Técnica,,Inactivo,,False
Hombre,40,Los Lagos,Técnica,Industria,Ocupado,603000.0,True
Mujer,65,Metropolitana,Media,Comercio,Ocupado,213000.0,True
Mujer,47,Metropolitana,Básica,Educación y salud,Ocupado,428000.0,True
Mujer,48,Coquimbo,Media,,Inactivo,,False
Mujer,80,Arica y Parinacota,Básica,,Desocupado,,False
Mujer,68,Metropolitana,Universitaria,,Inactivo,,False
Mujer,68,Metropolitana,Media,Agricultura,Ocupado,232000.0,True
Mujer,29,Metropolitana,Básica,,Inactivo,,False
Mujer,77,Valparaíso,Básica,Servicios financieros,Ocupado,819000.0,True
Mujer,40,Metropolitana,Técnica,Educación y salud,Ocupado,2121000.0,True
Hombre,38,Metropolitana,Técnica,Minería,Ocupado,2046000.0,True
Hombre,15,Metropolitana,Postgrado,,Inactivo,,False
Mujer,47,Valparaíso,Media,,Inactivo,,False
Mujer,24,Biobío,Básica,,Inactivo,,False
Hombre,48,Los Lagos,Técnica,,Inactivo,,False
Hombre,23,Metropolitana,Media,Industria,Ocupado,434000.0,True
Mujer,70,Maule,Media,,Inactivo,,False
Mujer,50,Araucanía,Universitaria,Comercio,Ocupado,777000.0,True
Mujer,78,Tarapacá,Media,,Inactivo,,False
Hombre,25,Araucanía,Media,Agricultura,Ocupado,389000.0,True
Hombre,66,Metropolitana,Universitaria,,Inactivo,,False
Hombre,15,Metropolitana,Media,,Inactivo,,False
Mujer,45,Metropolitana,Básica,Servicios financieros,Ocupado,1111000.0,True
Mujer,31,Metropolitana,Media,,Inactivo,,False
Mujer,34,Biobío,Básica,,Inactivo,,False
Mujer,33,Maule,Media,,Inactivo,,False
Mujer,27,Coquimbo,Universitaria,,Desocupado,,False
Hombre,21,Metropolitana,Postgrado,Comercio,Ocupado,1214000.0,True
Mujer,34,Los Lagos,Técnica,Servicio doméstico,Ocupado,483000.0,True
Hombre,43,Araucanía,Universitaria,Transporte,Ocupado,346000.0,True
Mujer,60,Metropolitana,Media,Servicio doméstico,Ocupado,437000.0,True
Mujer,46,Valparaíso,Media,,Desocupado,,False
Hombre,60,Metropolitana,Básica,Servicios financieros,Ocupado,405000.0,True
Hombre,18,Valparaíso,Media,Educación y salud,Ocupado,486000.0,True
Mujer,35,Biobío,Media,,Inactivo,,False
Hombre,53,Biobío,Básica,Industria,Ocupado,231000.0,True
Mujer,47,Araucanía,Universitaria,Comercio,Ocupado,962000.0,True
Mujer,28,Antofagasta,Básica,Servicios financieros,Ocupado,823000.0,True
Mujer,56,Los Lagos,Técnica,Educación y salud,Ocupado,571000.0,True
Mujer,33,Los Lagos,Básica,Servicio doméstico,Ocupado,133000.0,True
Hombre,29,O'Higgins,Media,Comercio,Ocupado,646000.0,True
Mujer,49,Araucanía,Técnica,Servicio doméstico,Ocupado,836000.0,True
Hombre,42,Metropolitana,Media,Industria,Ocupado,2060000.0,True
Hombre,33,Metropolitana,Básica,,Inactivo,,False
Mujer,33,Valparaíso,Media,Educación y salud,Ocupado,649000.0,True
Mujer,24,Tarapacá,Técnica,Educación y salud,Ocupado,730000.0,True
Mujer,35,Antofagasta,Media,,Inactivo,,False
Hombre,59,Maule,Media,Minería,Ocupado,430000.0,True
Hombre,45,Metropolitana,Básica,Servicios financieros,Ocupado,1370000.0,True
Hombre,57,Antofagasta,Media,Comercio,Ocupado,179000.0,True
Mujer,50,Coquimbo,Universitaria,,Inactivo,,False
Mujer,32,O'Higgins,Básica,Comercio,Ocupado,600000.0,True
Hombre,15,Los Lagos,Media,Construcción,Ocupado,433000.0,True
Mujer,27,Metropolitana,Técnica,,Inactivo,,False
Hombre,31,Biobío,Universitaria,,Inactivo,,False
Mujer,30,Los Lagos,Básica,,Inactivo,,False
Mujer,57,Maule,Media,Educación y salud,Ocupado,126000.0,True
Mujer,57,Maule,Técnica,Educación y salud,Ocupado,721000.0,True
Mujer,77,Metropolitana,Media,,Inactivo,,False
Hombre,29,Los Lagos,Básica,Construcción,Ocupado,334000.0,True
Mujer,67,Metropolitana,Universitaria,,Inactivo,,False
Hombre,67,Biobío,Media,,Inactivo,,False
Hombre,38,Metropolitana,Básica,Transporte,Ocupado,350000.0,True
Hombre,49,Valparaíso,Media,Industria,Ocupado,542000.0,True
Hombre,61,Maule,Media,Industria,Ocupado,531000.0,True
Hombre,41,Biobío,Básica,Agricultura,Ocupado,290000.0,True
Hombre,39,Araucanía,Media,Comercio,Ocupado,196000.0,True
Mujer,31,Los Ríos,Media,,Inactivo,,False
Mujer,15,Maule,Media,,Inactivo,,False
Hombre,43,Metropolitana,Media,Industria,Ocupado,896000.0,True
Mujer,30,Los Lagos,Básica,Educación y salud,Ocupado,275000.0,True
Mujer,24,Valparaíso,Técnica,Servicio doméstico,Ocupado,884000.0,True
Hombre,48,Atacama,Técnica,Servicio doméstico,Ocupado,783000.0,True
Mujer,18,Metropolitana,Media,,Inactivo,,False
Hombre,54,Metropolitana,Básica,Construcción,Ocupado,821000.0,True
Hombre,49,O'Higgins,Básica,,Desocupado,,False
Mujer,35,Biobío,Universitaria,Educación y salud,Ocupado,2533000.0,True
Hombre,40,Tarapacá,Media,Educación y salud,Ocupado,929000.0,True
Mujer,22,Biobío,Media,Educación y salud,Ocupado,399000.0,True
Hombre,54,Metropolitana,Técnica,Construcción,Ocupado,210000.0,True
Hombre,44,Los Lagos,Universitaria,Minería,Ocupado,2055000.0,True
Mujer,46,Metropolitana,Universitaria,,Inactivo,,False
Mujer,50,Metropolitana,Media,Comercio,Ocupado,1489000.0,True
Mujer,31,Ñuble,Postgrado,Servicio doméstico,Ocupado,1149000.0,True
Mujer,17,Metropolitana,Básica,,Inactivo,,False
Mujer,57,Valparaíso,Universitaria,,Inactivo,,False
Hombre,53,Antofagasta,Media,Industria,Ocupado,569000.0,True
Mujer,33,Coquimbo,Universitaria,Comercio,Ocupado,830000.0,True
Hombre,48,Metropolitana,Universitaria,Transporte,Ocupado,896000.0,True
Mujer,62,O'Higgins,Técnica,Servicio doméstico,Ocupado,463000.0,True
Hombre,60,Metropolitana,Técnica,Industria,Ocupado,665000.0,True
Mujer,32,Maule,Media,Educación y salud,Ocupado,1005000.0,True
Mujer,18,Antofagasta,Media,,Desocupado,,False
Hombre,20,Valparaíso,Básica,,Inactivo,,False
Mujer,37,Ñuble,Técnica,,Inactivo,,False
Hombre,65,Biobío,Básica,,Desocupado,,False
Mujer,30,Maule,Media,,Inactivo,,False
Hombre,32,Maule,Media,Construcción,Ocupado,529000.0,True
Hombre,32,Los Lagos,Universitaria,,Inactivo,,False
Hombre,33,Los Lagos,Media,Industria,Ocupado,650000.0,True
Mujer,41,O'Higgins,Media,,Inactivo,,False
Mujer,21,Metropolitana,Media,Educación y salud,Ocupado,334000.0,True
Mujer,59,Tarapacá,Media,,Inactivo,,False
Mujer,39,Metropolitana,Media,,Inactivo,,False
Mujer,80,Metropolitana,Media,,Inactivo,,False
Hombre,23,Valparaíso,Técnica,,Inactivo,,False
Hombre,67,Valparaíso,Media,,Desocupado,,False
Hombre,64,Los Lagos,Postgrado,Servicios financieros,Ocupado,1548000.0,True
Mujer,35,Antofagasta,Media,Industria,Ocupado,352000.0,True
Mujer,35,Biobío,Media,Industria,Ocupado,1123000.0,True
Mujer,27,Araucanía,Universitaria,Servicio doméstico,Ocupado,354000.0,True
Mujer,27,Maule,Universitaria,Servicio doméstico,Ocupado,544000.0,True
Mujer,41,Antofagasta,Media,Educación y salud,Ocupado,279000.0,True
Mujer,42,Biobío,Básica,,Inactivo,,False
Mujer,16,O'Higgins,Media,,Inactivo,,False
Hombre,78,Metropolitana,Media,Minería,Ocupado,491000.0,True
Mujer,37,Metropolitana,Media,,Inactivo,,False
Mujer,43,Valparaíso,Media,,Inactivo,,False
Mujer,31,Maule,Media,,Inactivo,,False
Mujer,37,Araucanía,Básica,Industria,Ocupado,284000.0,True
Hombre,36,Metropolitana,Universitaria,Minería,Ocupado,1778000.0,True
Mujer,41,Los Lagos,Básica,Comercio,Ocupado,375000.0,True
Hombre,41,Metropolitana,Postgrado,,Inactivo,,False
Mujer,54,Biobío,Media,,Inactivo,,False
Mujer,45,Ñuble,Postgrado,Educación y salud,Ocupado,3678000.0,True
Hombre,53,Coquimbo,Técnica,Agricultura,Ocupado,173000.0,True
Mujer,41,Araucanía,Básica,Comercio,Ocupado,491000.0,True
Hombre,45,Araucanía,Media,Transporte,Ocupado,622000.0,True
Mujer,38,Metropolitana,Básica,Comercio,Ocupado,279000.0,True
Hombre,58,Biobío,Técnica,,Desocupado,,False
Mujer,47,Valparaíso,Básica,Comercio,Ocupado,275000.0,True
Mujer,39,Tarapacá,Técnica,,Desocupado,,False
Hombre,38,Valparaíso,Universitaria,Comercio,Ocupado,1812000.0,True
Mujer,40,Metropolitana,Media,,Inactivo,,False
Mujer,42,Antofagasta,Técnica,Industria,Ocupado,830000.0,True
Hombre,41,Valparaíso,Universitaria,,Desocupado,,False
Hombre,33,Los Lagos,Técnica,Comercio,Ocupado,510000.0,True
Hombre,54,Metropolitana,Básica,Agricultura,Ocupado,206000.0,True
Hombre,55,Biobío,Media,Industria,Ocupado,367000.0,True
Hombre,70,Valparaíso,Media,Construcción,Ocupado,278000.0,True
Hombre,32,Coquimbo,Media,Comercio,Ocupado,762000.0,True
Hombre,52,Biobío,Media,Industria,Ocupado,379000.0,True
Mujer,15,Metropolitana,Universitaria,,Inactivo,,False
Mujer,55,Metropolitana,Media,,Inactivo,,False
Hombre,18,Magallanes,Media,Educación y salud,Ocupado,271000.0,True
Hombre,26,Metropolitana,Básica,,Desocupado,,False
Mujer,47,Metropolitana,Universitaria,Servicio doméstico,Ocupado,800000.0,True
Mujer,32,O'Higgins,Media,,Inactivo,,False
Mujer,29,Coquimbo,Media,Educación y salud,Ocupado,296000.0,True
Mujer,34,Maule,Media,,Inactivo,,False
Hombre,53,Metropolitana,Media,Industria,Ocupado,1688000.0,True
Mujer,27,Valparaíso,Media,,Inactivo,,False
Hombre,41,Metropolitana,Media,,Inactivo,,False
Hombre,35,Metropolitana,Media,,Inactivo,,False
Hombre,55,O'Higgins,Básica,Agricultura,Ocupado,309000.0,True
Mujer,55,Los Lagos,Media,Servicio doméstico,Ocupado,361000.0,True
Hombre,15,Ñuble,Técnica,,Inactivo,,False
Hombre,58,Metropolitana,Media,Minería,Ocupado,1304000.0,True
Hombre,32,Los Lagos,Postgrado,Industria,Ocupado,1993000.0,True
Mujer,45,Biobío,Media,Comercio,Ocupado,685000.0,True
Mujer,26,Tarapacá,Media,Comercio,Ocupado,472000.0,True
Hombre,47,Coquimbo,Técnica,Agricultura,Ocupado,301000.0,True
Mujer,80,Valparaíso,Media,,Inactivo,,False
Mujer,44,Atacama,Básica,,Desocupado,,False
Hombre,34,Metropolitana,Media,Industria,Ocupado,632000.0,True
Hombre,38,Metropolitana,Postgrado,,Inactivo,,False
Mujer,18,Los Lagos,Media,Educación y salud,Ocupado,428000.0,True
Mujer,65,Metropolitana,Básica,,Inactivo,,False
Mujer,47,Valparaíso,Básica,,Inactivo,,False
Hombre,25,Los Lagos,Media,Industria,Ocupado,213000.0,True
Hombre,25,Metropolitana,Media,Servicios financieros,Ocupado,262000.0,True
Mujer,42,Atacama,Universitaria,Servicios financieros,Ocupado,753000.0,True
Mujer,56,Atacama,Universitaria,Industria,Ocupado,380000.0,True
Mujer,23,O'Higgins,Universitaria,Servicio doméstico,Ocupado,392000.0,True
Mujer,59,Metropolitana,Media,,Desocupado,,False
Hombre,40,Metropolitana,Media,,Inactivo,,False
Mujer,27,Biobío,Media,Educación y salud,Ocupado,300000.0,True
Mujer,34,O'Higgins,Básica,Educación y salud,Ocupado,367000.0,True
Mujer,69,Araucanía,Media,,Inactivo,,False
Mujer,19,Maule,Media,Comercio,Ocupado,522000.0,True
Hombre,30,O'Higgins,Básica,Comercio,Ocupado,390000.0,True
Hombre,57,Valparaíso,Universitaria,Servicios financieros,Ocupado,1921000.0,True
Hombre,45,Metropolitana,Universitaria,Servicio doméstico,Ocupado,1326000.0,True
Mujer,29,Metropolitana,Universitaria,Educación y salud,Ocupado,897000.0,True
Hombre,57,Metropolitana,Media,Construcción,Ocupado,162000.0,True
Mujer,58,Metropolitana,Universitaria,Servicio doméstico,Ocupado,274000.0,True
Hombre,47,Metropolitana,Media,Agricultura,Ocupado,692000.0,True
Hombre,32,Metropolitana,Básica,Construcción,Ocupado,505000.0,True
Mujer,34,Metropolitana,Media,Educación y salud,Ocupado,886000.0,True
Hombre,46,Metropolitana,Media,Construcción,Ocupado,3291000.0,True
Mujer,21,Araucanía,Media,,Desocupado,,False
Hombre,63,Metropolitana,Universitaria,Agricultura,Ocupado,1051000.0,True
Mujer,69,Maule,Media,,Inactivo,,False
Mujer,38,Metropolitana,Universitaria,Industria,Ocupado,1138000.0,True
Mujer,47,Metropolitana,Básica,Comercio,Ocupado,486000.0,True
Mujer,60,Biobío,Técnica,Servicio doméstico,Ocupado,201000.0,True
Mujer,73,Los Ríos,Universitaria,,Inactivo,,False
Mujer,66,Ñuble,Media,,Inactivo,,False
Hombre,15,Los Lagos,Universitaria,,Inactivo,,False
Mujer,36,Metropolitana,Técnica,Educación y salud,Ocupado,1159000.0,True
Mujer,50,Araucanía,Básica,Servicio doméstico,Ocupado,181000.0,True
Hombre,34,Araucanía,Técnica,Educación y salud,Ocupado,1495000.0,True
Hombre,70,Ñuble,Técnica,Industria,Ocupado,250000.0,True
Mujer,68,Biobío,Básica,,Inactivo,,False
Mujer,28,Maule,Media,,Inactivo,,False
Hombre,39,Metropolitana,Básica,Transporte,Ocupado,452000.0,True
Hombre,30,Metropolitana,Media,Construcción,Ocupado,450000.0,True
Mujer,38,Metropolitana,Postgrado,Servicio doméstico,Ocupado,554000.0,True
Hombre,38,O'Higgins,Universitaria,Transporte,Ocupado,1378000.0,True
Mujer,57,Metropolitana,Técnica,,Inactivo,,False
Mujer,27,Maule,Media,Servicio doméstico,Ocupado,226000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Hombre,16,Metropolitana,Básica,,Inactivo,,False
Hombre,25,Valparaíso,Media,Servicios financieros,Ocupado,1507000.0,True
Mujer,31,Metropolitana,Universitaria,,Inactivo,,False
Mujer,44,O'Higgins,Media,Agricultura,Ocupado,297000.0,True
Mujer,24,Metropolitana,Media,Educación y salud,Ocupado,442000.0,True
Mujer,22,Tarapacá,Básica,Industria,Ocupado,1083000.0,True
Mujer,27,Metropolitana,Universitaria,,Desocupado,,False
Mujer,24,Metropolitana,Media,Educación y salud,Ocupado,261000.0,True
Hombre,33,Metropolitana,Media,,Inactivo,,False
Hombre,32,Metropolitana,Media,,Desocupado,,False
Mujer,53,Maule,Media,,Inactivo,,False
Mujer,26,Maule,Media,Comercio,Ocupado,253000.0,True
Hombre,36,Los Lagos,Técnica,Comercio,Ocupado,114000.0,True
Mujer,33,Coquimbo,Media,,Inactivo,,False
Hombre,54,Metropolitana,Básica,Servicios financieros,Ocupado,519000.0,True
Mujer,39,Atacama,Postgrado,Comercio,Ocupado,1952000.0,True
Hombre,58,Metropolitana,Técnica,Minería,Ocupado,1821000.0,True
Hombre,23,Tarapacá,Universitaria,Construcción,Ocupado,1076000.0,True
Hombre,41,Valparaíso,Básica,Minería,Ocupado,439000.0,True
Hombre,32,Metropolitana,Universitaria,Industria,Ocupado,1129000.0,True
Hombre,22,Metropolitana,Técnica,Transporte,Ocupado,555000.0,True
Mujer,40,Metropolitana,Media,Educación y salud,Ocupado,622000.0,True
Hombre,69,O'Higgins,Básica,Comercio,Ocupado,363000.0,True
Hombre,28,Biobío,Media,Industria,Ocupado,436000.0,True
Hombre,39,Metropolitana,Universitaria,Comercio,Ocupado,1146000.0,True
Mujer,21,Metropolitana,Media,Servicio doméstico,Ocupado,309000.0,True
Mujer,18,Metropolitana,Técnica,,Inactivo,,False
Hombre,29,Antofagasta,Técnica,Construcción,Ocupado,567000.0,True
Hombre,34,Antofagasta,Técnica,Construcción,Ocupado,895000.0,True
Mujer,35,Metropolitana,Media,,Desocupado,,False
Mujer,38,Valparaíso,Universitaria,Educación y salud,Ocupado,493000.0,True
Mujer,15,Arica y Parinacota,Media,,Inactivo,,False
Mujer,31,O'Higgins,Universitaria,Comercio,Ocupado,902000.0,True
Mujer,50,Biobío,Media,Comercio,Ocupado,252000.0,True
Mujer,20,Valparaíso,Media,Educación y salud,Ocupado,445000.0,True
Mujer,36,Metropolitana,Media,Comercio,Ocupado,715000.0,True
Hombre,46,Los Lagos,Universitaria,Comercio,Ocupado,573000.0,True
Mujer,29,Metropolitana,Técnica,,Inactivo,,False
Mujer,47,Maule,Básica,,Inactivo,,False
Mujer,17,Valparaíso,Básica,,Inactivo,,False
Mujer,56,Los Ríos,Técnica,,Inactivo,,False
Hombre,47,Arica y Parinacota,Media,Construcción,Ocupado,953000.0,True
Hombre,42,Metropolitana,Media,,Inactivo,,False
Mujer,59,Los Lagos,Técnica,,Inactivo,,False
Mujer,36,O'Higgins,Media,,Desocupado,,False
Mujer,32,Valparaíso,Básica,Comercio,Ocupado,877000.0,True
Mujer,63,Biobío,Media,,Inactivo,,False
Mujer,71,Araucanía,Media,,Inactivo,,False
Mujer,30,Metropolitana,Técnica,Educación y salud,Ocupado,512000.0,True
Mujer,40,Valparaíso,Básica,,Inactivo,,False
Hombre,58,Metropolitana,Media,Industria,Ocupado,656000.0,True
Mujer,40,Los Lagos,Media,Comercio,Ocupado,909000.0,True
Mujer,51,Valparaíso,Media,,Desocupado,,False
Mujer,54,Metropolitana,Básica,,Inactivo,,False
Mujer,33,Valparaíso,Media,Educación y salud,Ocupado,194000.0,True
Mujer,48,Coquimbo,Técnica,,Inactivo,,False
Mujer,41,Metropolitana,Básica,Educación y salud,Ocupado,447000.0,True
Mujer,22,Metropolitana,Universitaria,,Inactivo,,False
Mujer,26,Antofagasta,Postgrado,Servicio doméstico,Ocupado,799000.0,True
Hombre,31,Valparaíso,Media,Educación y salud,Ocupado,916000.0,True
Hombre,56,Antofagasta,Técnica,Comercio,Ocupado,705000.0,True
Mujer,57,Tarapacá,Técnica,Industria,Ocupado,961000.0,True
Mujer,53,Valparaíso,Básica,Comercio,Ocupado,222000.0,True
Hombre,49,Maule,Media,Agricultura,Ocupado,680000.0,True
Hombre,48,Tarapacá,Postgrado,Industria,Ocupado,927000.0,True
Mujer,46,Metropolitana,Básica,,Inactivo,,False
Mujer,48,Metropolitana,Media,,Inactivo,,False
Mujer,49,Maule,Media,,Inactivo,,False
Hombre,19,O'Higgins,Básica,,Desocupado,,False
Mujer,29,Aysén,Media,,Desocupado,,False
Mujer,25,Metropolitana,Universitaria,,Inactivo,,False
Mujer,59,Arica y Parinacota,Básica,,Inactivo,,False
Mujer,68,Antofagasta,Media,Agricultura,Ocupado,751000.0,True
Mujer,15,Coquimbo,Media,,Inactivo,,False
Hombre,67,Los Lagos,Técnica,Transporte,Ocupado,658000.0,True
Mujer,43,Metropolitana,Media,,Inactivo,,False
Mujer,58,Biobío,Media,Educación y salud,Ocupado,138000.0,True
Mujer,50,Aysén,Universitaria,Agricultura,Ocupado,846000.0,True
Hombre,65,Biobío,Postgrado,,Inactivo,,False
Mujer,45,Metropolitana,Media,,Inactivo,,False
Mujer,20,Araucanía,Universitaria,Educación y salud,Ocupado,967000.0,True
Mujer,40,Metropolitana,Media,Servicio doméstico,Ocupado,197000.0,True
Hombre,50,Coquimbo,Básica,Agricultura,Ocupado,185000.0,True
Hombre,38,Metropolitana,Media,Minería,Ocupado,1210000.0,True
Hombre,52,Los Ríos,Media,Comercio,Ocupado,368000.0,True
Hombre,40,Biobío,Universitaria,,Inactivo,,False
Mujer,32,Metropolitana,Media,,Desocupado,,False
Mujer,24,Biobío,Técnica,Agricultura,Ocupado,507000.0,True
Mujer,35,Metropolitana,Básica,Agricultura,Ocupado,289000.0,True
Hombre,45,O'Higgins,Básica,Comercio,Ocupado,174000.0,True
Hombre,15,Metropolitana,Universitaria,,Inactivo,,False
Mujer,29,Valparaíso,Universitaria,,Inactivo,,False
Hombre,15,Metropolitana,Media,,Inactivo,,False
Mujer,32,Araucanía,Media,Educación y salud,Ocupado,1546000.0,True
Mujer,61,Aysén,Básica,Servicio doméstico,Ocupado,202000.0,True
Mujer,23,Metropolitana,Postgrado,Industria,Ocupado,1579000.0,True
Hombre,53,Valparaíso,Básica,Educación y salud,Ocupado,1111000.0,True
Hombre,80,Atacama,Media,,Inactivo,,False
Mujer,65,Ñuble,Técnica,,Inactivo,,False
Hombre,44,Metropolitana,Universitaria,Agricultura,Ocupado,1556000.0,True
Hombre,55,Metropolitana,Básica,Industria,Ocupado,679000.0,True
Hombre,20,Antofagasta,Técnica,Agricultura,Ocupado,1002000.0,True
Hombre,16,Atacama,Media,Industria,Ocupado,682000.0,True
Mujer,42,Los Ríos,Técnica,Servicio doméstico,Ocupado,516000.0,True
Hombre,48,Metropolitana,Básica,Minería,Ocupado,1132000.0,True
Hombre,59,Valparaíso,Universitaria,Industria,Ocupado,1038000.0,True
Hombre,32,Valparaíso,Técnica,,Inactivo,,False
Mujer,45,Metropolitana,Universitaria,Educación y salud,Ocupado,2116000.0,True
Hombre,44,Antofagasta,Media,Agricultura,Ocupado,791000.0,True
Hombre,39,Antofagasta,Universitaria,,Inactivo,,False
Mujer,40,Maule,Media,Educación y salud,Ocupado,135000.0,True
Hombre,28,Metropolitana,Media,Educación y salud,Ocupado,997000.0,True
Mujer,46,Metropolitana,Básica,,Inactivo,,False
Mujer,45,Metropolitana,Universitaria,Industria,Ocupado,793000.0,True
Mujer,34,Metropolitana,Media,Agricultura,Ocupado,526000.0,True
Hombre,52,Metropolitana,Técnica,,Desocupado,,False
Hombre,58,Araucanía,Técnica,Construcción,Ocupado,244000.0,True
Mujer,52,Metropolitana,Técnica,Servicio doméstico,Ocupado,356000.0,True
Hombre,25,Biobío,Media,Educación y salud,Ocupado,400000.0,True
Mujer,43,Metropolitana,Técnica,Servicio doméstico,Ocupado,655000.0,True
Mujer,27,Valparaíso,Media,,Inactivo,,False
Hombre,43,Atacama,Técnica,,Inactivo,,False
Hombre,27,O'Higgins,Media,,Inactivo,,False
Hombre,62,Metropolitana,Técnica,Comercio,Ocupado,545000.0,True
Hombre,54,Ñuble,Universitaria,,Inactivo,,False
Hombre,60,Valparaíso,Media,Construcción,Ocupado,178000.0,True
Mujer,58,Metropolitana,Básica,,Desocupado,,False
Mujer,37,Arica y Parinacota,Media,,Inactivo,,False
Mujer,35,Metropolitana,Universitaria,,Inactivo,,False
Hombre,69,Metropolitana,Universitaria,Servicios financieros,Ocupado,1230000.0,True
Hombre,39,Antofagasta,Media,Servicios financieros,Ocupado,790000.0,True
Hombre,20,Metropolitana,Universitaria,Industria,Ocupado,1548000.0,True
Mujer,58,Metropolitana,Media,Educación y salud,Ocupado,677000.0,True
Mujer,44,Maule,Universitaria,Servicio doméstico,Ocupado,363000.0,True
Hombre,66,Maule,Universitaria,Educación y salud,Ocupado,1067000.0,True
